
		Plnt	SLoc	Description	Matl Group	Material	MTyp	Material description	BUn	      Unrestricted	Value Unrestricted	Quality Inspection	Value in QualInsp.	           Blocked	Value BlockedStock	   Transit/Transf.	Val. in Trans./Tfr	           Returns	Value Rets Blocked	    Restricted-Use	  Value Restricted
		2000	1956	LPIM OSI BCFU SP	S213	202490	ZBCG	LTE2C HT B535-932 Modem	PC	            2,198	     8,560,327.93	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	S854	802953	ZOSI	XDM Main Control Processor card w/ xMCP	PC	                4	       227,068.75	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	S854	803040	ZOSI	SIO164 basecard	PC	               26	     3,394,088.49	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43221700	803459	ZOSI	FDU 19-23 RACK MOUNTABLE 12FIBERS SC COM	PC	               30	        66,929.18	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43221700	803470	ZOSI	FDU 19-23 RACK MOUNTABLE 48FIBERS SC COM	PC	                7	        25,921.05	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	804611	ZOSI	LC-LC SINGLE MODE 10 METERS PATCHCORD	PC	                5	         1,148.35	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	804621	ZOSI	LC-SC SINGLE MODE 30 METERS PATCH CORD	PC	               25	        58,434.48	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43221700	805309	ZOSI	ETSI MOUNTING INSTALLATION FOR BG-30E	SET	                1	           404.21	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43221700	805850	ZOSI	OPTICAL PATCH CORD LC-LC, MULTIMODE 10M	PC	               78	        35,429.94	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43221705	806406	ZOSI	NTWRK INTERFACE CONNECTOR,8BIT,8PIN,CRYS	PC	              360	         3,434.46	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	S843	806408	ZOSI	PATCH CORD MULTIMODE LC/PC-SC/PC,30M	PC	               33	        10,068.66	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43221705	808724	ZOSI	ME-ATN-TRUNK CABLE-15M-120OHM-45DEG	PC	                3	         4,662.74	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43221705	808725	ZOSI	ME-ATN-TWSTD-PR-100OHM-CAT5UTP-8CORES	PC	            5,100	        60,659.93	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43221705	808757	ZOSI	OpticalTransceiver SFP 1310nm LC-SM-15KM	PC	                2	        43,991.19	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43221705	808799	ZOSI	HT-RTN910-INST-MATL-COAXC-CCAW-BLCK-5D	PC	                1	            23.91	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43221705	808800	ZOSI	HT-RTN910-INSTMATL-TrunkCable-10M-120OHM	PC	               40	        29,127.85	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43221705	808829	ZOSI	NetworkProcessingUnitInteg 2PORT 10G LAN	PC	                2	       281,826.96	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	809097	ZOSI	Optical Patch Cord(PCS)	PC	              785	       321,411.68	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43221709	809200	ZOSI	MW-HT-ANT-7GHz-0.6m-DUAL-POL	PC	               52	       367,696.01	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43221705	809314	ZOSI	ME1000BASETRJ45SFPElectricModuleAUTO100M	PC	               34	       195,286.85	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	S843	809315	ZOSI	ME-PATCH-CORD-LC/UPC-SC/UPC-SINGLE-20M	PC	               90	        21,383.49	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43221705	809320	ZOSI	ME-PATCH-CORD-LC/PC-SC/PC-SINGLE-20M-YLW	PC	              164	        59,154.51	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43221705	809324	ZOSI	OpticalFuncModule1000BaseT-RJ45-SFP 100M	PC	               57	       243,503.36	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43221700	809337	ZOSI	CORD FOP LC/LC SM D2.0	PC	              810	       542,511.09	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	S843	810033	ZOSI	Royal Cord - # 4  AW 2 Core	PC	              100	        37,896.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
